OBJECTID,Src_Elv,Src_Slope,Src_SlopeD,SRTM_Elv,SRTM_Slope,SRTM_SlpeD,Src_Lndfrm,Src_Lyth,SmplNam_v1,TypeNam_v1,Shape_Leng,Shape_Area,Legenda
14229,< 600,1,<2,600 - 2800,3,5 - <10,RePPProT: backswamps of inland floodplains,"RePPProT Destom: alluvial sub_broad river valley (>50m), slope < 2% or strath valley)",Montane wetlands,Wetlands with back swamps,0.653262165,0.001154318,Hutan Rawa Primer
14229,< 600,1,<2,600 - 2800,3,5 - <10,RePPProT: backswamps of inland floodplains,"RePPProT Destom: alluvial sub_broad river valley (>50m), slope < 2% or strath valley)",Montane wetlands,Wetlands with back swamps,0.653262165,0.001154318,Hutan Rawa Primer
14229,< 600,1,<2,600 - 2800,3,5 - <10,RePPProT: backswamps of inland floodplains,"RePPProT Destom: alluvial sub_broad river valley (>50m), slope < 2% or strath valley)",Montane wetlands,Wetlands with back swamps,0.653262165,0.001154318,Hutan Rawa Primer
14229,< 600,1,<2,600 - 2800,3,5 - <10,RePPProT: backswamps of inland floodplains,"RePPProT Destom: alluvial sub_broad river valley (>50m), slope < 2% or strath valley)",Montane wetlands,Wetlands with back swamps,0.653262165,0.001154318,Hutan Rawa Primer
14229,< 600,1,<2,600 - 2800,3,5 - <10,RePPProT: backswamps of inland floodplains,"RePPProT Destom: alluvial sub_broad river valley (>50m), slope < 2% or strath valley)",Montane wetlands,Wetlands with back swamps,0.653262165,0.001154318,Hutan Rawa Primer
14229,< 600,1,<2,600 - 2800,3,5 - <10,RePPProT: backswamps of inland floodplains,"RePPProT Destom: alluvial sub_broad river valley (>50m), slope < 2% or strath valley)",Montane wetlands,Wetlands with back swamps,0.653262165,0.001154318,Hutan Rawa Primer
14230,< 600,1,<2,600 - 2800,4,10 - <20,RePPProT: backswamps of inland floodplains,"RePPProT Destom: alluvial sub_broad river valley (>50m), slope < 2% or strath valley)",Montane wetlands,Wetlands with back swamps,0.325009701,0.000673516,Hutan Lahan Kering Sekunder
14230,< 600,1,<2,600 - 2800,4,10 - <20,RePPProT: backswamps of inland floodplains,"RePPProT Destom: alluvial sub_broad river valley (>50m), slope < 2% or strath valley)",Montane wetlands,Wetlands with back swamps,0.325009701,0.000673516,Hutan Lahan Kering Sekunder
14230,< 600,1,<2,600 - 2800,4,10 - <20,RePPProT: backswamps of inland floodplains,"RePPProT Destom: alluvial sub_broad river valley (>50m), slope < 2% or strath valley)",Montane wetlands,Wetlands with back swamps,0.325009701,0.000673516,Hutan Rawa Primer
14230,< 600,1,<2,600 - 2800,4,10 - <20,RePPProT: backswamps of inland floodplains,"RePPProT Destom: alluvial sub_broad river valley (>50m), slope < 2% or strath valley)",Montane wetlands,Wetlands with back swamps,0.325009701,0.000673516,Hutan Rawa Primer
14230,< 600,1,<2,600 - 2800,4,10 - <20,RePPProT: backswamps of inland floodplains,"RePPProT Destom: alluvial sub_broad river valley (>50m), slope < 2% or strath valley)",Montane wetlands,Wetlands with back swamps,0.325009701,0.000673516,Hutan Rawa Primer
14231,< 600,1,<2,600 - 2800,5,>20,RePPProT: backswamps of inland floodplains,"RePPProT Destom: alluvial sub_broad river valley (>50m), slope < 2% or strath valley)",Montane wetlands,Wetlands with back swamps,0.085404598,0.000103562,Hutan Lahan Kering Sekunder
14234,< 600,1,<2,< 600,2,2 - <5,RePPProT: swampy floodplain in narrow valleys,"RePPProT Destom: alluvial sub_broad river valley (>50m), slope < 2% or strath valley)",River valleys,Meander floodplain river valleys,3.850872212,0.009950895,Belukar
14234,< 600,1,<2,< 600,2,2 - <5,RePPProT: swampy floodplain in narrow valleys,"RePPProT Destom: alluvial sub_broad river valley (>50m), slope < 2% or strath valley)",River valleys,Meander floodplain river valleys,3.850872212,0.009950895,Belukar
14234,< 600,1,<2,< 600,2,2 - <5,RePPProT: swampy floodplain in narrow valleys,"RePPProT Destom: alluvial sub_broad river valley (>50m), slope < 2% or strath valley)",River valleys,Meander floodplain river valleys,3.850872212,0.009950895,Tanah Terbuka
14234,< 600,1,<2,< 600,2,2 - <5,RePPProT: swampy floodplain in narrow valleys,"RePPProT Destom: alluvial sub_broad river valley (>50m), slope < 2% or strath valley)",River valleys,Meander floodplain river valleys,3.850872212,0.009950895,Tanah Terbuka
14234,< 600,1,<2,< 600,2,2 - <5,RePPProT: swampy floodplain in narrow valleys,"RePPProT Destom: alluvial sub_broad river valley (>50m), slope < 2% or strath valley)",River valleys,Meander floodplain river valleys,3.850872212,0.009950895,Perkebunan
14234,< 600,1,<2,< 600,2,2 - <5,RePPProT: swampy floodplain in narrow valleys,"RePPProT Destom: alluvial sub_broad river valley (>50m), slope < 2% or strath valley)",River valleys,Meander floodplain river valleys,3.850872212,0.009950895,Perkebunan
14234,< 600,1,<2,< 600,2,2 - <5,RePPProT: swampy floodplain in narrow valleys,"RePPProT Destom: alluvial sub_broad river valley (>50m), slope < 2% or strath valley)",River valleys,Meander floodplain river valleys,3.850872212,0.009950895,Perkebunan
14234,< 600,1,<2,< 600,2,2 - <5,RePPProT: swampy floodplain in narrow valleys,"RePPProT Destom: alluvial sub_broad river valley (>50m), slope < 2% or strath valley)",River valleys,Meander floodplain river valleys,3.850872212,0.009950895,Perkebunan
14234,< 600,1,<2,< 600,2,2 - <5,RePPProT: swampy floodplain in narrow valleys,"RePPProT Destom: alluvial sub_broad river valley (>50m), slope < 2% or strath valley)",River valleys,Meander floodplain river valleys,3.850872212,0.009950895,Pemukiman
14234,< 600,1,<2,< 600,2,2 - <5,RePPProT: swampy floodplain in narrow valleys,"RePPProT Destom: alluvial sub_broad river valley (>50m), slope < 2% or strath valley)",River valleys,Meander floodplain river valleys,3.850872212,0.009950895,Pemukiman
14234,< 600,1,<2,< 600,2,2 - <5,RePPProT: swampy floodplain in narrow valleys,"RePPProT Destom: alluvial sub_broad river valley (>50m), slope < 2% or strath valley)",River valleys,Meander floodplain river valleys,3.850872212,0.009950895,Pemukiman
14234,< 600,1,<2,< 600,2,2 - <5,RePPProT: swampy floodplain in narrow valleys,"RePPProT Destom: alluvial sub_broad river valley (>50m), slope < 2% or strath valley)",River valleys,Meander floodplain river valleys,3.850872212,0.009950895,Pemukiman
14234,< 600,1,<2,< 600,2,2 - <5,RePPProT: swampy floodplain in narrow valleys,"RePPProT Destom: alluvial sub_broad river valley (>50m), slope < 2% or strath valley)",River valleys,Meander floodplain river valleys,3.850872212,0.009950895,Pemukiman
14234,< 600,1,<2,< 600,2,2 - <5,RePPProT: swampy floodplain in narrow valleys,"RePPProT Destom: alluvial sub_broad river valley (>50m), slope < 2% or strath valley)",River valleys,Meander floodplain river valleys,3.850872212,0.009950895,Tanah Terbuka
14234,< 600,1,<2,< 600,2,2 - <5,RePPProT: swampy floodplain in narrow valleys,"RePPProT Destom: alluvial sub_broad river valley (>50m), slope < 2% or strath valley)",River valleys,Meander floodplain river valleys,3.850872212,0.009950895,Tanah Terbuka
14234,< 600,1,<2,< 600,2,2 - <5,RePPProT: swampy floodplain in narrow valleys,"RePPProT Destom: alluvial sub_broad river valley (>50m), slope < 2% or strath valley)",River valleys,Meander floodplain river valleys,3.850872212,0.009950895,Belukar Rawa
14234,< 600,1,<2,< 600,2,2 - <5,RePPProT: swampy floodplain in narrow valleys,"RePPProT Destom: alluvial sub_broad river valley (>50m), slope < 2% or strath valley)",River valleys,Meander floodplain river valleys,3.850872212,0.009950895,Belukar Rawa
14234,< 600,1,<2,< 600,2,2 - <5,RePPProT: swampy floodplain in narrow valleys,"RePPProT Destom: alluvial sub_broad river valley (>50m), slope < 2% or strath valley)",River valleys,Meander floodplain river valleys,3.850872212,0.009950895,Belukar Rawa
14234,< 600,1,<2,< 600,2,2 - <5,RePPProT: swampy floodplain in narrow valleys,"RePPProT Destom: alluvial sub_broad river valley (>50m), slope < 2% or strath valley)",River valleys,Meander floodplain river valleys,3.850872212,0.009950895,Belukar Rawa
14234,< 600,1,<2,< 600,2,2 - <5,RePPProT: swampy floodplain in narrow valleys,"RePPProT Destom: alluvial sub_broad river valley (>50m), slope < 2% or strath valley)",River valleys,Meander floodplain river valleys,3.850872212,0.009950895,Belukar Rawa
14234,< 600,1,<2,< 600,2,2 - <5,RePPProT: swampy floodplain in narrow valleys,"RePPProT Destom: alluvial sub_broad river valley (>50m), slope < 2% or strath valley)",River valleys,Meander floodplain river valleys,3.850872212,0.009950895,Pertanian Lahan Kering Campur
14234,< 600,1,<2,< 600,2,2 - <5,RePPProT: swampy floodplain in narrow valleys,"RePPProT Destom: alluvial sub_broad river valley (>50m), slope < 2% or strath valley)",River valleys,Meander floodplain river valleys,3.850872212,0.009950895,Pertanian Lahan Kering Campur
14234,< 600,1,<2,< 600,2,2 - <5,RePPProT: swampy floodplain in narrow valleys,"RePPProT Destom: alluvial sub_broad river valley (>50m), slope < 2% or strath valley)",River valleys,Meander floodplain river valleys,3.850872212,0.009950895,Pertanian Lahan Kering Campur
14234,< 600,1,<2,< 600,2,2 - <5,RePPProT: swampy floodplain in narrow valleys,"RePPProT Destom: alluvial sub_broad river valley (>50m), slope < 2% or strath valley)",River valleys,Meander floodplain river valleys,3.850872212,0.009950895,Pertanian Lahan Kering Campur
14234,< 600,1,<2,< 600,2,2 - <5,RePPProT: swampy floodplain in narrow valleys,"RePPProT Destom: alluvial sub_broad river valley (>50m), slope < 2% or strath valley)",River valleys,Meander floodplain river valleys,3.850872212,0.009950895,Tanah Terbuka
14234,< 600,1,<2,< 600,2,2 - <5,RePPProT: swampy floodplain in narrow valleys,"RePPProT Destom: alluvial sub_broad river valley (>50m), slope < 2% or strath valley)",River valleys,Meander floodplain river valleys,3.850872212,0.009950895,Sawah
14234,< 600,1,<2,< 600,2,2 - <5,RePPProT: swampy floodplain in narrow valleys,"RePPProT Destom: alluvial sub_broad river valley (>50m), slope < 2% or strath valley)",River valleys,Meander floodplain river valleys,3.850872212,0.009950895,Sawah
14234,< 600,1,<2,< 600,2,2 - <5,RePPProT: swampy floodplain in narrow valleys,"RePPProT Destom: alluvial sub_broad river valley (>50m), slope < 2% or strath valley)",River valleys,Meander floodplain river valleys,3.850872212,0.009950895,Sawah
14234,< 600,1,<2,< 600,2,2 - <5,RePPProT: swampy floodplain in narrow valleys,"RePPProT Destom: alluvial sub_broad river valley (>50m), slope < 2% or strath valley)",River valleys,Meander floodplain river valleys,3.850872212,0.009950895,Sawah
14234,< 600,1,<2,< 600,2,2 - <5,RePPProT: swampy floodplain in narrow valleys,"RePPProT Destom: alluvial sub_broad river valley (>50m), slope < 2% or strath valley)",River valleys,Meander floodplain river valleys,3.850872212,0.009950895,Sawah
14234,< 600,1,<2,< 600,2,2 - <5,RePPProT: swampy floodplain in narrow valleys,"RePPProT Destom: alluvial sub_broad river valley (>50m), slope < 2% or strath valley)",River valleys,Meander floodplain river valleys,3.850872212,0.009950895,Sawah
14234,< 600,1,<2,< 600,2,2 - <5,RePPProT: swampy floodplain in narrow valleys,"RePPProT Destom: alluvial sub_broad river valley (>50m), slope < 2% or strath valley)",River valleys,Meander floodplain river valleys,3.850872212,0.009950895,Sawah
14234,< 600,1,<2,< 600,2,2 - <5,RePPProT: swampy floodplain in narrow valleys,"RePPProT Destom: alluvial sub_broad river valley (>50m), slope < 2% or strath valley)",River valleys,Meander floodplain river valleys,3.850872212,0.009950895,Sawah
14234,< 600,1,<2,< 600,2,2 - <5,RePPProT: swampy floodplain in narrow valleys,"RePPProT Destom: alluvial sub_broad river valley (>50m), slope < 2% or strath valley)",River valleys,Meander floodplain river valleys,3.850872212,0.009950895,Pertambangan
14234,< 600,1,<2,< 600,2,2 - <5,RePPProT: swampy floodplain in narrow valleys,"RePPProT Destom: alluvial sub_broad river valley (>50m), slope < 2% or strath valley)",River valleys,Meander floodplain river valleys,3.850872212,0.009950895,Pertambangan
14235,< 600,1,<2,< 600,3,5 - <10,RePPProT: swampy floodplain in narrow valleys,"RePPProT Destom: alluvial sub_broad river valley (>50m), slope < 2% or strath valley)",River valleys,Meander floodplain river valleys,0.957936645,0.002228734,Tanah Terbuka
14243,< 600,1,<2,< 600,5,>20,RePPProT: minor river floodplains within hills,RePPProT Destom: alluvial sub system_meander belt including meander scar,River valleys,Meander floodplain river valleys,1.490636984,0.002489889,Hutan Lahan Kering Sekunder
14243,< 600,1,<2,< 600,5,>20,RePPProT: minor river floodplains within hills,RePPProT Destom: alluvial sub system_meander belt including meander scar,River valleys,Meander floodplain river valleys,1.490636984,0.002489889,Belukar
14243,< 600,1,<2,< 600,5,>20,RePPProT: minor river floodplains within hills,RePPProT Destom: alluvial sub system_meander belt including meander scar,River valleys,Meander floodplain river valleys,1.490636984,0.002489889,Pertanian Lahan Kering Campur
14244,< 600,1,<2,600 - 2800,1,<2,RePPProT: minor river floodplains within hills,RePPProT Destom: alluvial sub system_meander belt including meander scar,Other ridges,Meander floodplain river valleys,1.337763705,0.002823247,Hutan Lahan Kering Sekunder
14244,< 600,1,<2,600 - 2800,1,<2,RePPProT: minor river floodplains within hills,RePPProT Destom: alluvial sub system_meander belt including meander scar,Other ridges,Meander floodplain river valleys,1.337763705,0.002823247,Hutan Rawa Primer
14244,< 600,1,<2,600 - 2800,1,<2,RePPProT: minor river floodplains within hills,RePPProT Destom: alluvial sub system_meander belt including meander scar,Other ridges,Meander floodplain river valleys,1.337763705,0.002823247,Hutan Rawa Primer
14244,< 600,1,<2,600 - 2800,1,<2,RePPProT: minor river floodplains within hills,RePPProT Destom: alluvial sub system_meander belt including meander scar,Other ridges,Meander floodplain river valleys,1.337763705,0.002823247,Hutan Rawa Primer
14244,< 600,1,<2,600 - 2800,1,<2,RePPProT: minor river floodplains within hills,RePPProT Destom: alluvial sub system_meander belt including meander scar,Other ridges,Meander floodplain river valleys,1.337763705,0.002823247,Hutan Rawa Primer
14244,< 600,1,<2,600 - 2800,1,<2,RePPProT: minor river floodplains within hills,RePPProT Destom: alluvial sub system_meander belt including meander scar,Other ridges,Meander floodplain river valleys,1.337763705,0.002823247,Hutan Rawa Primer
14244,< 600,1,<2,600 - 2800,1,<2,RePPProT: minor river floodplains within hills,RePPProT Destom: alluvial sub system_meander belt including meander scar,Other ridges,Meander floodplain river valleys,1.337763705,0.002823247,Hutan Rawa Primer
14244,< 600,1,<2,600 - 2800,1,<2,RePPProT: minor river floodplains within hills,RePPProT Destom: alluvial sub system_meander belt including meander scar,Other ridges,Meander floodplain river valleys,1.337763705,0.002823247,Hutan Rawa Primer
14244,< 600,1,<2,600 - 2800,1,<2,RePPProT: minor river floodplains within hills,RePPProT Destom: alluvial sub system_meander belt including meander scar,Other ridges,Meander floodplain river valleys,1.337763705,0.002823247,Hutan Rawa Primer
14249,< 600,2,2 - <5,< 600,1,<2,RePPProT: wide valley floors containing hillocks within hills,RePPProT Destom: flat with hillock plain,Other foothills,Other foothills with slope 2ï¿½ï¿½ -,5.053980196,0.031121268,Belukar
14249,< 600,2,2 - <5,< 600,1,<2,RePPProT: wide valley floors containing hillocks within hills,RePPProT Destom: flat with hillock plain,Other foothills,Other foothills with slope 2ï¿½ï¿½ -,5.053980196,0.031121268,Belukar
14249,< 600,2,2 - <5,< 600,1,<2,RePPProT: wide valley floors containing hillocks within hills,RePPProT Destom: flat with hillock plain,Other foothills,Other foothills with slope 2ï¿½ï¿½ -,5.053980196,0.031121268,Belukar
14249,< 600,2,2 - <5,< 600,1,<2,RePPProT: wide valley floors containing hillocks within hills,RePPProT Destom: flat with hillock plain,Other foothills,Other foothills with slope 2ï¿½ï¿½ -,5.053980196,0.031121268,Belukar
14249,< 600,2,2 - <5,< 600,1,<2,RePPProT: wide valley floors containing hillocks within hills,RePPProT Destom: flat with hillock plain,Other foothills,Other foothills with slope 2ï¿½ï¿½ -,5.053980196,0.031121268,Belukar
14249,< 600,2,2 - <5,< 600,1,<2,RePPProT: wide valley floors containing hillocks within hills,RePPProT Destom: flat with hillock plain,Other foothills,Other foothills with slope 2ï¿½ï¿½ -,5.053980196,0.031121268,Belukar
14249,< 600,2,2 - <5,< 600,1,<2,RePPProT: wide valley floors containing hillocks within hills,RePPProT Destom: flat with hillock plain,Other foothills,Other foothills with slope 2ï¿½ï¿½ -,5.053980196,0.031121268,Belukar
14249,< 600,2,2 - <5,< 600,1,<2,RePPProT: wide valley floors containing hillocks within hills,RePPProT Destom: flat with hillock plain,Other foothills,Other foothills with slope 2ï¿½ï¿½ -,5.053980196,0.031121268,Belukar
14249,< 600,2,2 - <5,< 600,1,<2,RePPProT: wide valley floors containing hillocks within hills,RePPProT Destom: flat with hillock plain,Other foothills,Other foothills with slope 2ï¿½ï¿½ -,5.053980196,0.031121268,Belukar
14249,< 600,2,2 - <5,< 600,1,<2,RePPProT: wide valley floors containing hillocks within hills,RePPProT Destom: flat with hillock plain,Other foothills,Other foothills with slope 2ï¿½ï¿½ -,5.053980196,0.031121268,Belukar
14249,< 600,2,2 - <5,< 600,1,<2,RePPProT: wide valley floors containing hillocks within hills,RePPProT Destom: flat with hillock plain,Other foothills,Other foothills with slope 2ï¿½ï¿½ -,5.053980196,0.031121268,Belukar
14249,< 600,2,2 - <5,< 600,1,<2,RePPProT: wide valley floors containing hillocks within hills,RePPProT Destom: flat with hillock plain,Other foothills,Other foothills with slope 2ï¿½ï¿½ -,5.053980196,0.031121268,Belukar
14249,< 600,2,2 - <5,< 600,1,<2,RePPProT: wide valley floors containing hillocks within hills,RePPProT Destom: flat with hillock plain,Other foothills,Other foothills with slope 2ï¿½ï¿½ -,5.053980196,0.031121268,Belukar
14249,< 600,2,2 - <5,< 600,1,<2,RePPProT: wide valley floors containing hillocks within hills,RePPProT Destom: flat with hillock plain,Other foothills,Other foothills with slope 2ï¿½ï¿½ -,5.053980196,0.031121268,Belukar
14249,< 600,2,2 - <5,< 600,1,<2,RePPProT: wide valley floors containing hillocks within hills,RePPProT Destom: flat with hillock plain,Other foothills,Other foothills with slope 2ï¿½ï¿½ -,5.053980196,0.031121268,Belukar
14249,< 600,2,2 - <5,< 600,1,<2,RePPProT: wide valley floors containing hillocks within hills,RePPProT Destom: flat with hillock plain,Other foothills,Other foothills with slope 2ï¿½ï¿½ -,5.053980196,0.031121268,Belukar
14249,< 600,2,2 - <5,< 600,1,<2,RePPProT: wide valley floors containing hillocks within hills,RePPProT Destom: flat with hillock plain,Other foothills,Other foothills with slope 2ï¿½ï¿½ -,5.053980196,0.031121268,Belukar
14249,< 600,2,2 - <5,< 600,1,<2,RePPProT: wide valley floors containing hillocks within hills,RePPProT Destom: flat with hillock plain,Other foothills,Other foothills with slope 2ï¿½ï¿½ -,5.053980196,0.031121268,Belukar
14249,< 600,2,2 - <5,< 600,1,<2,RePPProT: wide valley floors containing hillocks within hills,RePPProT Destom: flat with hillock plain,Other foothills,Other foothills with slope 2ï¿½ï¿½ -,5.053980196,0.031121268,Belukar
14249,< 600,2,2 - <5,< 600,1,<2,RePPProT: wide valley floors containing hillocks within hills,RePPProT Destom: flat with hillock plain,Other foothills,Other foothills with slope 2ï¿½ï¿½ -,5.053980196,0.031121268,Belukar
14249,< 600,2,2 - <5,< 600,1,<2,RePPProT: wide valley floors containing hillocks within hills,RePPProT Destom: flat with hillock plain,Other foothills,Other foothills with slope 2ï¿½ï¿½ -,5.053980196,0.031121268,Belukar
14249,< 600,2,2 - <5,< 600,1,<2,RePPProT: wide valley floors containing hillocks within hills,RePPProT Destom: flat with hillock plain,Other foothills,Other foothills with slope 2ï¿½ï¿½ -,5.053980196,0.031121268,Belukar
14249,< 600,2,2 - <5,< 600,1,<2,RePPProT: wide valley floors containing hillocks within hills,RePPProT Destom: flat with hillock plain,Other foothills,Other foothills with slope 2ï¿½ï¿½ -,5.053980196,0.031121268,Tanah Terbuka
14249,< 600,2,2 - <5,< 600,1,<2,RePPProT: wide valley floors containing hillocks within hills,RePPProT Destom: flat with hillock plain,Other foothills,Other foothills with slope 2ï¿½ï¿½ -,5.053980196,0.031121268,Tanah Terbuka
14249,< 600,2,2 - <5,< 600,1,<2,RePPProT: wide valley floors containing hillocks within hills,RePPProT Destom: flat with hillock plain,Other foothills,Other foothills with slope 2ï¿½ï¿½ -,5.053980196,0.031121268,Tanah Terbuka
14249,< 600,2,2 - <5,< 600,1,<2,RePPProT: wide valley floors containing hillocks within hills,RePPProT Destom: flat with hillock plain,Other foothills,Other foothills with slope 2ï¿½ï¿½ -,5.053980196,0.031121268,Perkebunan
14249,< 600,2,2 - <5,< 600,1,<2,RePPProT: wide valley floors containing hillocks within hills,RePPProT Destom: flat with hillock plain,Other foothills,Other foothills with slope 2ï¿½ï¿½ -,5.053980196,0.031121268,Pemukiman
14249,< 600,2,2 - <5,< 600,1,<2,RePPProT: wide valley floors containing hillocks within hills,RePPProT Destom: flat with hillock plain,Other foothills,Other foothills with slope 2ï¿½ï¿½ -,5.053980196,0.031121268,Pemukiman
14249,< 600,2,2 - <5,< 600,1,<2,RePPProT: wide valley floors containing hillocks within hills,RePPProT Destom: flat with hillock plain,Other foothills,Other foothills with slope 2ï¿½ï¿½ -,5.053980196,0.031121268,Pemukiman
14249,< 600,2,2 - <5,< 600,1,<2,RePPProT: wide valley floors containing hillocks within hills,RePPProT Destom: flat with hillock plain,Other foothills,Other foothills with slope 2ï¿½ï¿½ -,5.053980196,0.031121268,Pemukiman
14249,< 600,2,2 - <5,< 600,1,<2,RePPProT: wide valley floors containing hillocks within hills,RePPProT Destom: flat with hillock plain,Other foothills,Other foothills with slope 2ï¿½ï¿½ -,5.053980196,0.031121268,Pemukiman
14249,< 600,2,2 - <5,< 600,1,<2,RePPProT: wide valley floors containing hillocks within hills,RePPProT Destom: flat with hillock plain,Other foothills,Other foothills with slope 2ï¿½ï¿½ -,5.053980196,0.031121268,Pemukiman
14249,< 600,2,2 - <5,< 600,1,<2,RePPProT: wide valley floors containing hillocks within hills,RePPProT Destom: flat with hillock plain,Other foothills,Other foothills with slope 2ï¿½ï¿½ -,5.053980196,0.031121268,Pemukiman
14249,< 600,2,2 - <5,< 600,1,<2,RePPProT: wide valley floors containing hillocks within hills,RePPProT Destom: flat with hillock plain,Other foothills,Other foothills with slope 2ï¿½ï¿½ -,5.053980196,0.031121268,Pemukiman
14249,< 600,2,2 - <5,< 600,1,<2,RePPProT: wide valley floors containing hillocks within hills,RePPProT Destom: flat with hillock plain,Other foothills,Other foothills with slope 2ï¿½ï¿½ -,5.053980196,0.031121268,Pemukiman
14249,< 600,2,2 - <5,< 600,1,<2,RePPProT: wide valley floors containing hillocks within hills,RePPProT Destom: flat with hillock plain,Other foothills,Other foothills with slope 2ï¿½ï¿½ -,5.053980196,0.031121268,Tanah Terbuka
14249,< 600,2,2 - <5,< 600,1,<2,RePPProT: wide valley floors containing hillocks within hills,RePPProT Destom: flat with hillock plain,Other foothills,Other foothills with slope 2ï¿½ï¿½ -,5.053980196,0.031121268,Tanah Terbuka
14249,< 600,2,2 - <5,< 600,1,<2,RePPProT: wide valley floors containing hillocks within hills,RePPProT Destom: flat with hillock plain,Other foothills,Other foothills with slope 2ï¿½ï¿½ -,5.053980196,0.031121268,Hutan Rawa Sekunder
14249,< 600,2,2 - <5,< 600,1,<2,RePPProT: wide valley floors containing hillocks within hills,RePPProT Destom: flat with hillock plain,Other foothills,Other foothills with slope 2ï¿½ï¿½ -,5.053980196,0.031121268,Belukar Rawa
14249,< 600,2,2 - <5,< 600,1,<2,RePPProT: wide valley floors containing hillocks within hills,RePPProT Destom: flat with hillock plain,Other foothills,Other foothills with slope 2ï¿½ï¿½ -,5.053980196,0.031121268,Belukar Rawa
14249,< 600,2,2 - <5,< 600,1,<2,RePPProT: wide valley floors containing hillocks within hills,RePPProT Destom: flat with hillock plain,Other foothills,Other foothills with slope 2ï¿½ï¿½ -,5.053980196,0.031121268,Belukar Rawa
14249,< 600,2,2 - <5,< 600,1,<2,RePPProT: wide valley floors containing hillocks within hills,RePPProT Destom: flat with hillock plain,Other foothills,Other foothills with slope 2ï¿½ï¿½ -,5.053980196,0.031121268,Belukar Rawa
14249,< 600,2,2 - <5,< 600,1,<2,RePPProT: wide valley floors containing hillocks within hills,RePPProT Destom: flat with hillock plain,Other foothills,Other foothills with slope 2ï¿½ï¿½ -,5.053980196,0.031121268,Belukar Rawa
14249,< 600,2,2 - <5,< 600,1,<2,RePPProT: wide valley floors containing hillocks within hills,RePPProT Destom: flat with hillock plain,Other foothills,Other foothills with slope 2ï¿½ï¿½ -,5.053980196,0.031121268,Belukar Rawa
14249,< 600,2,2 - <5,< 600,1,<2,RePPProT: wide valley floors containing hillocks within hills,RePPProT Destom: flat with hillock plain,Other foothills,Other foothills with slope 2ï¿½ï¿½ -,5.053980196,0.031121268,Tanah Terbuka
14249,< 600,2,2 - <5,< 600,1,<2,RePPProT: wide valley floors containing hillocks within hills,RePPProT Destom: flat with hillock plain,Other foothills,Other foothills with slope 2ï¿½ï¿½ -,5.053980196,0.031121268,Tanah Terbuka
14249,< 600,2,2 - <5,< 600,1,<2,RePPProT: wide valley floors containing hillocks within hills,RePPProT Destom: flat with hillock plain,Other foothills,Other foothills with slope 2ï¿½ï¿½ -,5.053980196,0.031121268,Tanah Terbuka
14249,< 600,2,2 - <5,< 600,1,<2,RePPProT: wide valley floors containing hillocks within hills,RePPProT Destom: flat with hillock plain,Other foothills,Other foothills with slope 2ï¿½ï¿½ -,5.053980196,0.031121268,Tanah Terbuka
14249,< 600,2,2 - <5,< 600,1,<2,RePPProT: wide valley floors containing hillocks within hills,RePPProT Destom: flat with hillock plain,Other foothills,Other foothills with slope 2ï¿½ï¿½ -,5.053980196,0.031121268,Pertanian Lahan Kering Campur
14249,< 600,2,2 - <5,< 600,1,<2,RePPProT: wide valley floors containing hillocks within hills,RePPProT Destom: flat with hillock plain,Other foothills,Other foothills with slope 2ï¿½ï¿½ -,5.053980196,0.031121268,Pertanian Lahan Kering Campur
14249,< 600,2,2 - <5,< 600,1,<2,RePPProT: wide valley floors containing hillocks within hills,RePPProT Destom: flat with hillock plain,Other foothills,Other foothills with slope 2ï¿½ï¿½ -,5.053980196,0.031121268,Pertanian Lahan Kering Campur
14249,< 600,2,2 - <5,< 600,1,<2,RePPProT: wide valley floors containing hillocks within hills,RePPProT Destom: flat with hillock plain,Other foothills,Other foothills with slope 2ï¿½ï¿½ -,5.053980196,0.031121268,Pertanian Lahan Kering Campur
14249,< 600,2,2 - <5,< 600,1,<2,RePPProT: wide valley floors containing hillocks within hills,RePPProT Destom: flat with hillock plain,Other foothills,Other foothills with slope 2ï¿½ï¿½ -,5.053980196,0.031121268,Pertanian Lahan Kering Campur
14249,< 600,2,2 - <5,< 600,1,<2,RePPProT: wide valley floors containing hillocks within hills,RePPProT Destom: flat with hillock plain,Other foothills,Other foothills with slope 2ï¿½ï¿½ -,5.053980196,0.031121268,Pertanian Lahan Kering Campur
14249,< 600,2,2 - <5,< 600,1,<2,RePPProT: wide valley floors containing hillocks within hills,RePPProT Destom: flat with hillock plain,Other foothills,Other foothills with slope 2ï¿½ï¿½ -,5.053980196,0.031121268,Pertanian Lahan Kering Campur
14249,< 600,2,2 - <5,< 600,1,<2,RePPProT: wide valley floors containing hillocks within hills,RePPProT Destom: flat with hillock plain,Other foothills,Other foothills with slope 2ï¿½ï¿½ -,5.053980196,0.031121268,Pertanian Lahan Kering Campur
14249,< 600,2,2 - <5,< 600,1,<2,RePPProT: wide valley floors containing hillocks within hills,RePPProT Destom: flat with hillock plain,Other foothills,Other foothills with slope 2ï¿½ï¿½ -,5.053980196,0.031121268,Pertanian Lahan Kering Campur
14249,< 600,2,2 - <5,< 600,1,<2,RePPProT: wide valley floors containing hillocks within hills,RePPProT Destom: flat with hillock plain,Other foothills,Other foothills with slope 2ï¿½ï¿½ -,5.053980196,0.031121268,Pertanian Lahan Kering Campur
